GPSID,Time,Latitude,Longitude,Altitude,Heading,Satellites,HDOP,AgeOfReading,DistanceSinceReading,Velocity
38604,2013/11/28 06:49:24 AM,-33.91872,18.84492,167,80,7,1.1,1,5,20
38605,2013/11/28 06:49:25 AM,-33.91872,18.84497,167,102,7,1.1,1,11,21
38606,2013/11/28 06:49:48 AM,-33.91925,18.84608,165,124,6,1.3,1,4,16
38607,2013/11/28 06:50:19 AM,-33.91994,18.84767,152,72,6,1.3,0,0,20
38608,2013/11/28 06:50:21 AM,-33.91986,18.84775,150,42,7,1.1,0,0,18
38552,2013/11/28 06:51:02 AM,-33.9185,18.84867,142,0,7,1.1,0,0,0
38609,2013/11/28 06:51:43 AM,-33.91739,18.84981,129,68,6,1.3,0,3,15
38610,2013/11/28 06:51:45 AM,-33.91742,18.84992,128,106,7,1.1,0,4,15
38611,2013/11/28 06:51:47 AM,-33.91744,18.84997,127,130,7,1.1,0,4,17
38612,2013/11/28 06:52:07 AM,-33.91811,18.85075,122,108,7,1.1,1,3,15
38613,2013/11/28 06:52:12 AM,-33.91819,18.85094,120,146,7,1.1,0,3,12
38614,2013/11/28 06:53:55 AM,-33.91861,18.85117,116,168,7,1.1,0,1,4
38615,2013/11/28 06:54:10 AM,-33.91867,18.85119,116,132,7,1.1,0,0,2
38616,2013/11/28 06:54:32 AM,-33.91867,18.85125,116,324,7,1.1,1,0,3
38617,2013/11/28 06:54:35 AM,-33.91864,18.85122,116,292,7,1.1,0,0,2
38618,2013/11/28 06:54:40 AM,-33.91864,18.85119,117,246,7,1.1,1,1,2
38619,2013/11/28 06:54:43 AM,-33.91864,18.85117,117,216,7,1.1,1,0,2
38620,2013/11/28 06:55:27 AM,-33.91867,18.85117,119,0,7,1.1,1,0,0
38556,2013/11/28 06:55:41 AM,-33.91869,18.85114,119,0,7,1.1,1,0,0
38905,2013/11/28 07:13:03 AM,-33.91864,18.85125,116,122,7,1.1,0,1,6
38906,2013/11/28 07:13:06 AM,-33.91869,18.85128,116,146,7,1.1,1,3,9
38907,2013/11/28 07:13:14 AM,-33.91892,18.8515,113,124,7,1.1,0,3,13
38908,2013/11/28 07:13:18 AM,-33.91894,18.85158,112,92,7,1.4,1,1,8
38909,2013/11/28 07:13:22 AM,-33.91892,18.85164,112,64,7,1.4,1,1,5
38910,2013/11/28 07:13:40 AM,-33.91875,18.85217,109,90,8,1.1,0,0,18
38911,2013/11/28 07:13:42 AM,-33.91878,18.85225,109,124,8,1.1,0,5,18
38912,2013/11/28 07:14:36 AM,-33.92069,18.85403,109,146,7,1.1,1,5,20
38913,2013/11/28 07:14:48 AM,-33.92122,18.85428,107,168,8,1.1,0,0,16
38914,2013/11/28 07:17:11 AM,-33.92483,18.85544,105,194,8,1.1,0,5,22
38915,2013/11/28 07:17:13 AM,-33.92494,18.85533,105,228,7,1.1,1,7,27
38916,2013/11/28 07:17:21 AM,-33.92556,18.85467,105,206,8,1.1,1,15,55
38874,2013/11/28 07:17:47 AM,-33.93019,18.85364,102,194,8,1.1,0,14,52
38917,2013/11/28 07:18:10 AM,-33.93267,18.85292,100,172,8,1.1,1,5,23
38918,2013/11/28 07:18:12 AM,-33.93278,18.85303,100,114,7,1.1,0,0,23
38919,2013/11/28 07:18:16 AM,-33.93286,18.85328,99,140,8,1.1,0,5,17
38920,2013/11/28 07:18:18 AM,-33.93292,18.85328,99,166,7,1.1,1,9,17
38921,2013/11/28 07:18:19 AM,-33.93294,18.85328,99,188,7,1.1,1,5,20
38922,2013/11/28 07:19:10 AM,-33.93636,18.85286,96,162,7,1.1,0,6,20
38923,2013/11/28 07:19:13 AM,-33.93644,18.85292,97,140,7,1.1,0,2,6
38924,2013/11/28 07:19:20 AM,-33.9365,18.85294,96,112,7,1.1,1,1,6
38925,2013/11/28 07:19:23 AM,-33.93653,18.85303,96,142,7,1.1,1,3,11
38926,2013/11/28 07:19:24 AM,-33.93656,18.85303,96,164,7,1.1,1,2,11
38927,2013/11/28 07:19:41 AM,-33.93797,18.85319,97,200,7,1.1,1,7,25
38928,2013/11/28 07:19:42 AM,-33.938,18.85314,98,232,7,1.1,1,13,23
38929,2013/11/28 07:19:44 AM,-33.93806,18.853,97,260,8,1.1,1,7,27
38930,2013/11/28 07:19:52 AM,-33.93819,18.85233,91,226,7,1.1,1,0,18
38931,2013/11/28 07:19:54 AM,-33.93828,18.85228,92,176,7,1.1,1,5,19
38932,2013/11/28 07:20:21 AM,-33.94014,18.85278,94,206,7,1.1,0,0,10
38933,2013/11/28 07:20:23 AM,-33.94019,18.85269,94,240,7,1.1,0,0,15
38934,2013/11/28 07:21:18 AM,-33.94036,18.85203,98,216,7,1.1,1,3,15
38935,2013/11/28 07:21:20 AM,-33.94047,18.852,98,172,7,1.1,0,0,17
38878,2013/11/28 07:22:48 AM,-33.95389,18.85592,112,180,7,1.1,0,20,76
38936,2013/11/28 07:22:58 AM,-33.95542,18.85569,112,194,7,1.3,0,0,57
38937,2013/11/28 07:24:04 AM,-33.96314,18.85056,139,218,7,1.1,0,0,56
38938,2013/11/28 07:24:45 AM,-33.96811,18.84475,111,196,7,1.1,1,27,50
38939,2013/11/28 07:27:32 AM,-33.98186,18.83822,135,218,7,1.1,1,21,80
38940,2013/11/28 07:27:54 AM,-33.98536,18.83322,133,240,8,1.1,0,0,106
38886,2013/11/28 07:27:59 AM,-33.98611,18.83142,129,240,8,1.1,0,30,114
38941,2013/11/28 07:28:11 AM,-33.98817,18.82853,122,216,8,1.1,0,0,114
38942,2013/11/28 07:28:21 AM,-33.99053,18.82719,110,194,6,1.3,1,31,115
38943,2013/11/28 07:31:09 AM,-34.02692,18.82036,112,172,7,1.1,1,30,113
38944,2013/11/28 07:31:20 AM,-34.03011,18.82178,108,148,6,1.4,0,0,106
38945,2013/11/28 07:31:36 AM,-34.03408,18.82369,126,170,8,1.1,0,27,102
38892,2013/11/28 07:33:03 AM,-34.05669,18.82969,135,172,7,1.1,1,55,103
38946,2013/11/28 07:33:17 AM,-34.06003,18.8295,115,192,7,1.1,1,23,88
38947,2013/11/28 07:35:08 AM,-34.06928,18.82558,54,166,8,1.1,0,3,15
38948,2013/11/28 07:35:10 AM,-34.06936,18.82564,54,126,8,1.1,1,7,24
38900,2013/11/28 07:38:07 AM,-34.07839,18.84733,51,144,8,1.1,0,12,48
38949,2013/11/28 07:38:09 AM,-34.07847,18.84742,51,148,8,1.1,0,12,45
38950,2013/11/28 07:40:51 AM,-34.08433,18.85161,34,182,8,1.1,1,5,20
38951,2013/11/28 07:40:52 AM,-34.08442,18.85153,33,240,7,1.2,0,5,20
38952,2013/11/28 07:41:11 AM,-34.08483,18.85072,29,272,9,1,0,1,7
38953,2013/11/28 07:41:13 AM,-34.08481,18.85069,29,318,8,1.1,1,1,6
38954,2013/11/28 07:41:15 AM,-34.08475,18.85069,29,6,8,1.1,0,0,8
38955,2013/11/28 07:41:20 AM,-34.08461,18.85069,31,332,8,1.1,0,2,10
38956,2013/11/28 07:41:23 AM,-34.08458,18.85064,31,308,8,1.1,1,2,10
38957,2013/11/28 07:41:25 AM,-34.08453,18.85061,31,356,8,1.1,1,2,10
38958,2013/11/28 07:41:26 AM,-34.08453,18.85061,31,22,8,1.1,1,2,9
38959,2013/11/28 07:41:27 AM,-34.0845,18.85067,31,66,8,1.1,0,1,5
38960,2013/11/28 07:42:28 AM,-34.0845,18.85067,37,0,7,1.2,0,0,0
38904,2013/11/28 07:42:34 AM,-34.0845,18.85064,37,0,7,1.2,1,0,0
39803,2013/11/28 07:49:49 AM,-34.08458,18.85061,38,154,9,1,0,0,5
39804,2013/11/28 07:50:01 AM,-34.08469,18.85069,36,128,9,1,0,0,3
39805,2013/11/28 07:50:22 AM,-34.08472,18.85078,35,86,9,1,1,0,2
39806,2013/11/28 07:50:25 AM,-34.08469,18.85081,34,60,9,1,0,0,3
39807,2013/11/28 07:52:26 AM,-34.08444,18.85125,34,28,8,1.1,0,0,4
39808,2013/11/28 07:52:29 AM,-34.08442,18.85128,34,50,8,1.1,0,1,4
39809,2013/11/28 07:54:30 AM,-34.08442,18.85133,35,100,9,1,0,0,3
39810,2013/11/28 07:54:31 AM,-34.08442,18.85133,34,90,9,1,1,2,5
39811,2013/11/28 07:54:32 AM,-34.08442,18.85136,34,62,9,1,0,1,6
39812,2013/11/28 07:54:36 AM,-34.08439,18.85142,34,40,9,1,1,3,5
39813,2013/11/28 07:54:44 AM,-34.08433,18.85142,34,4,8,1.1,1,1,2
39814,2013/11/28 07:54:47 AM,-34.08425,18.85142,34,342,9,1,0,0,10
39815,2013/11/28 07:56:59 AM,-34.078,18.84686,54,316,9,1,0,0,54
39816,2013/11/28 07:57:21 AM,-34.07592,18.844,57,292,8,1.1,1,18,67
39213,2013/11/28 07:59:36 AM,-34.0705,18.82811,55,288,9,1,1,0,1
39817,2013/11/28 08:00:21 AM,-34.06964,18.826,53,0,9,1,0,0,0
39818,2013/11/28 08:00:52 AM,-34.06961,18.82597,55,294,9,1,0,0,4
39819,2013/11/28 08:01:02 AM,-34.06936,18.82542,55,318,9,1,0,6,24
39820,2013/11/28 08:01:04 AM,-34.06925,18.82533,55,348,9,1,0,7,26
39821,2013/11/28 08:01:07 AM,-34.06908,18.82536,55,18,9,1,0,7,31
39822,2013/11/28 08:02:30 AM,-34.05717,18.82961,124,356,8,1.1,1,25,91
39823,2013/11/28 08:03:01 AM,-34.04975,18.8275,152,334,9,1,0,0,110
39824,2013/11/28 08:04:32 AM,-34.02625,18.82003,109,356,9,1,0,0,103
39216,2013/11/28 08:04:39 AM,-34.02472,18.82008,112,2,9,1,1,28,105
39825,2013/11/28 08:07:32 AM,-33.99722,18.82586,85,0,9,1,0,0,0
39826,2013/11/28 08:09:19 AM,-33.98942,18.82736,111,22,7,1.5,0,0,84
39827,2013/11/28 08:09:32 AM,-33.98728,18.82908,120,44,9,1,1,23,88
39222,2013/11/28 08:09:41 AM,-33.98594,18.83131,124,62,9,1,1,48,91
39828,2013/11/28 08:10:34 AM,-33.97864,18.84025,119,22,9,1,0,0,56
39829,2013/11/28 08:12:47 AM,-33.96586,18.84606,117,44,8,1,1,17,64
39830,2013/11/28 08:13:17 AM,-33.96342,18.84994,132,20,8,1,0,0,2
39831,2013/11/28 08:13:20 AM,-33.96339,18.84994,132,354,8,1,0,1,4
39832,2013/11/28 08:13:25 AM,-33.96333,18.84997,132,32,8,1,1,0,9
39296,2013/11/28 08:14:45 AM,-33.95736,18.85433,114,28,8,1,1,8,29
39833,2013/11/28 08:15:27 AM,-33.955,18.85553,112,10,7,1.3,0,16,59
39834,2013/11/28 08:15:44 AM,-33.95242,18.8555,110,348,8,1,0,0,50
39835,2013/11/28 08:17:27 AM,-33.94036,18.85192,94,20,9,1,1,13,24
39836,2013/11/28 08:17:28 AM,-33.94033,18.85194,94,44,8,1.1,1,7,24
39837,2013/11/28 08:17:30 AM,-33.94025,18.85219,94,80,9,1,0,0,30
39838,2013/11/28 08:18:41 AM,-33.93883,18.85947,103,56,9,1,0,4,17
39839,2013/11/28 08:18:42 AM,-33.93881,18.8595,103,30,9,1,0,3,16
39840,2013/11/28 08:18:43 AM,-33.93875,18.8595,104,2,9,1,0,4,18
39841,2013/11/28 08:19:16 AM,-33.93853,18.85953,111,30,8,1,0,1,7
39842,2013/11/28 08:19:20 AM,-33.93842,18.85956,112,6,6,2.7,1,6,20
39843,2013/11/28 08:19:30 AM,-33.93758,18.85958,112,344,7,1.5,1,8,35
39300,2013/11/28 08:19:50 AM,-33.93692,18.85925,108,0,8,1,1,0,0
39844,2013/11/28 08:20:23 AM,-33.93594,18.859,107,16,7,1.5,0,0,18
39845,2013/11/28 08:21:27 AM,-33.93369,18.85925,108,348,7,1.5,0,8,34
39846,2013/11/28 08:24:27 AM,-33.92928,18.85742,110,0,7,1.1,0,0,0
39847,2013/11/28 08:24:31 AM,-33.92917,18.85736,110,338,8,1,0,4,18
39556,2013/11/28 08:24:54 AM,-33.92758,18.85664,109,338,8,1,0,8,33
39848,2013/11/28 08:27:31 AM,-33.9215,18.85425,108,0,8,1,1,0,0
39849,2013/11/28 08:27:47 AM,-33.921,18.85414,110,338,8,1,1,0,37
39850,2013/11/28 08:28:06 AM,-33.91903,18.85236,111,316,8,1,0,12,43
39851,2013/11/28 08:28:10 AM,-33.91883,18.85208,111,288,8,1,0,0,28
39852,2013/11/28 08:28:11 AM,-33.91883,18.852,112,264,8,1,0,7,29
39853,2013/11/28 08:28:13 AM,-33.91889,18.85183,113,232,8,1,0,7,30
39854,2013/11/28 08:28:23 AM,-33.91906,18.85164,113,202,8,1,0,1,9
39855,2013/11/28 08:28:27 AM,-33.91911,18.85158,114,250,7,1.1,0,3,12
39856,2013/11/28 08:28:28 AM,-33.91911,18.85153,114,286,8,1,1,3,13
39857,2013/11/28 08:28:29 AM,-33.91908,18.8515,114,312,8,1,1,6,12
39858,2013/11/28 08:28:30 AM,-33.91903,18.85144,115,334,7,1.1,0,0,17
39859,2013/11/28 08:29:16 AM,-33.91817,18.85092,120,0,8,1,1,3,13
39860,2013/11/28 08:29:27 AM,-33.91739,18.85097,118,330,8,1,1,10,40
39861,2013/11/28 08:29:29 AM,-33.91719,18.85069,119,306,8,1,0,0,41
39561,2013/11/28 08:29:58 AM,-33.91622,18.84892,130,290,7,1.1,0,7,28
39862,2013/11/28 08:30:05 AM,-33.91611,18.84856,132,284,7,1.1,0,0,11
39863,2013/11/28 08:30:38 AM,-33.91606,18.84733,140,262,8,1,0,8,33
39864,2013/11/28 08:30:49 AM,-33.91619,18.84653,144,236,8,1,0,4,16
39865,2013/11/28 08:30:51 AM,-33.91628,18.8465,144,200,8,1,1,3,15
39866,2013/11/28 08:30:52 AM,-33.91631,18.8465,144,172,8,1,1,4,17
39867,2013/11/28 08:31:33 AM,-33.918,18.847,147,194,7,1.2,0,0,20
39868,2013/11/28 08:31:35 AM,-33.91808,18.84692,148,240,8,1,0,0,18
39869,2013/11/28 08:31:36 AM,-33.91808,18.84686,149,266,8,1,0,5,19
39870,2013/11/28 08:31:48 AM,-33.91817,18.84619,154,234,8,1,0,5,18
39871,2013/11/28 08:31:52 AM,-33.91831,18.84608,155,208,8,1,0,0,18
39872,2013/11/28 08:32:01 AM,-33.91867,18.84586,159,174,8,1,1,2,12
39873,2013/11/28 08:32:02 AM,-33.91869,18.84592,159,144,8,1,0,2,7
39874,2013/11/28 08:32:14 AM,-33.91878,18.84603,158,122,8,1,1,7,14
39875,2013/11/28 08:32:17 AM,-33.91886,18.84611,159,158,8,1,0,0,6
39876,2013/11/28 08:32:26 AM,-33.91903,18.84614,159,184,8,1,1,3,12
39877,2013/11/28 08:32:28 AM,-33.91914,18.84608,160,210,8,1,0,0,12
39878,2013/11/28 08:32:33 AM,-33.91925,18.84606,161,170,7,1.2,1,4,9
39879,2013/11/28 08:32:34 AM,-33.91925,18.84608,160,144,8,1,1,2,9
39880,2013/11/28 08:32:35 AM,-33.91928,18.84614,160,116,8,1,0,3,12
39881,2013/11/28 08:32:45 AM,-33.91953,18.84658,156,144,8,1,0,0,18
39882,2013/11/28 08:32:46 AM,-33.91958,18.84661,156,166,8,1,0,5,18
39883,2013/11/28 08:32:47 AM,-33.91961,18.84661,156,188,8,1,0,5,19
39884,2013/11/28 08:32:52 AM,-33.91983,18.8465,158,210,8,1,1,6,25
39885,2013/11/28 08:33:33 AM,-33.92103,18.84561,169,232,8,1,1,4,17
39886,2013/11/28 08:33:37 AM,-33.92114,18.84528,173,254,8,1,0,0,28
39887,2013/11/28 08:33:43 AM,-33.92119,18.84489,177,276,8,1,1,6,25
39888,2013/11/28 08:33:47 AM,-33.92111,18.84464,180,298,8,1,0,3,12
39889,2013/11/28 08:34:25 AM,-33.92078,18.84372,186,320,8,1,1,4,15
39890,2013/11/28 08:34:27 AM,-33.92072,18.84369,186,356,8,1,1,4,15
39891,2013/11/28 08:34:57 AM,-33.92022,18.84378,184,20,8,1,0,0,3
39564,2013/11/28 08:35:03 AM,-33.92008,18.84383,183,30,8,1,1,4,16
39892,2013/11/28 08:35:38 AM,-33.91875,18.84478,171,42,8,1,1,3,14
39893,2013/11/28 08:35:40 AM,-33.91872,18.84486,170,78,8,1,1,4,16
39894,2013/11/28 08:35:42 AM,-33.91878,18.84503,170,118,8,1,0,0,19
39895,2013/11/28 08:36:46 AM,-33.91925,18.84606,164,266,8,1,0,0,2
39896,2013/11/28 08:36:47 AM,-33.91925,18.84603,165,292,8,1,0,1,5
39897,2013/11/28 08:36:52 AM,-33.91925,18.84603,165,88,8,1,1,1,4
39898,2013/11/28 08:36:53 AM,-33.91925,18.84606,165,60,8,1,0,0,7
39899,2013/11/28 08:36:55 AM,-33.91919,18.84608,164,26,8,1,0,1,8
39900,2013/11/28 08:37:04 AM,-33.919,18.84614,163,2,8,1,0,0,10
39901,2013/11/28 08:37:09 AM,-33.91889,18.84611,161,338,8,1,0,2,10
39902,2013/11/28 08:37:14 AM,-33.91878,18.846,162,302,8,1,0,0,15
39903,2013/11/28 08:37:19 AM,-33.91867,18.84586,162,334,8,1,0,3,10
39904,2013/11/28 08:37:20 AM,-33.91867,18.84586,161,356,8,1,1,3,6
39905,2013/11/28 08:37:43 AM,-33.91861,18.84586,163,26,8,1,0,0,2
39906,2013/11/28 08:37:56 AM,-33.91817,18.84619,160,54,8,1,1,8,15
39907,2013/11/28 08:37:59 AM,-33.91811,18.84642,159,76,8,1,0,5,22
39908,2013/11/28 08:38:10 AM,-33.91803,18.847,153,32,8,1.2,0,4,18
39909,2013/11/28 08:38:11 AM,-33.918,18.84703,153,10,8,1,0,4,19
39910,2013/11/28 08:38:35 AM,-33.91767,18.84703,152,344,8,1,0,4,17
39911,2013/11/28 08:39:24 AM,-33.91517,18.846,135,8,8,1,0,3,11
39568,2013/11/28 08:40:07 AM,-33.91514,18.846,138,0,8,1,0,0,0
39912,2013/11/28 08:40:12 AM,-33.91508,18.84603,138,34,8,1,0,0,4
39913,2013/11/28 08:40:15 AM,-33.91508,18.84608,138,64,8,1,0,3,12
39914,2013/11/28 08:40:29 AM,-33.91486,18.84758,133,92,8,1,0,0,42
39915,2013/11/28 08:40:35 AM,-33.91494,18.84811,130,116,7,1.1,1,17,32
39916,2013/11/28 08:40:47 AM,-33.91575,18.84919,126,156,7,1.1,0,0,26
39917,2013/11/28 08:40:48 AM,-33.91583,18.84919,126,180,7,1.1,0,7,25
39918,2013/11/28 08:40:51 AM,-33.916,18.84914,127,204,7,1.1,0,6,26
39919,2013/11/28 08:40:56 AM,-33.91619,18.84908,128,174,6,1.2,1,3,15
39920,2013/11/28 08:40:57 AM,-33.91628,18.84911,128,126,7,1.1,0,4,19
39921,2013/11/28 08:40:59 AM,-33.91631,18.84925,127,104,6,2.5,0,6,23
39922,2013/11/28 08:41:07 AM,-33.91647,18.84967,124,126,6,2.5,0,0,25
39923,2013/11/28 08:41:28 AM,-33.91747,18.85103,116,158,6,2.5,0,11,40
39924,2013/11/28 08:41:32 AM,-33.91775,18.85106,116,190,7,1.1,1,19,37
39925,2013/11/28 08:41:38 AM,-33.91828,18.85097,116,168,7,1.1,0,7,27
39926,2013/11/28 08:41:45 AM,-33.91853,18.85111,115,144,6,2.5,0,0,14
39927,2013/11/28 08:42:43 AM,-33.91908,18.85164,111,170,7,1.1,1,5,9
39928,2013/11/28 08:42:44 AM,-33.91911,18.85161,111,196,7,1.1,1,2,10
39929,2013/11/28 08:42:45 AM,-33.91911,18.85156,112,268,7,1.1,0,0,11
39930,2013/11/28 08:42:46 AM,-33.91911,18.85153,112,296,7,1.1,0,2,10
39931,2013/11/28 08:42:47 AM,-33.91908,18.8515,112,318,7,1.1,0,2,11
39932,2013/11/28 08:42:51 AM,-33.919,18.85147,113,342,8,1,1,3,11
39933,2013/11/28 08:43:09 AM,-33.91869,18.85119,114,176,8,1,0,0,2
39934,2013/11/28 08:43:11 AM,-33.91869,18.85122,113,148,8,1,0,0,2
39935,2013/11/28 08:43:46 AM,-33.91886,18.85133,112,272,7,1.1,0,0,2
39936,2013/11/28 08:43:49 AM,-33.91886,18.85131,112,296,7,1.1,1,2,6
39577,2013/11/28 08:45:11 AM,-33.91886,18.85128,116,0,7,1.1,0,0,0
39937,2013/11/28 08:45:39 AM,-33.91883,18.85131,116,116,7,1.1,0,0,2
39938,2013/11/28 08:45:44 AM,-33.91883,18.85131,116,348,7,1.1,1,1,5
39939,2013/11/28 08:45:47 AM,-33.91872,18.85125,116,326,7,1.1,0,3,13
39940,2013/11/28 08:46:01 AM,-33.91817,18.85083,119,300,7,1.1,0,4,18
39941,2013/11/28 08:46:12 AM,-33.91775,18.85025,123,322,7,1.1,0,7,25
39942,2013/11/28 08:46:20 AM,-33.91742,18.84986,124,292,7,1.1,0,0,14
39943,2013/11/28 08:46:22 AM,-33.91742,18.84978,125,256,7,1.1,0,3,13
39944,2013/11/28 08:46:24 AM,-33.91747,18.84972,126,222,7,1.1,0,3,16
39945,2013/11/28 08:47:28 AM,-33.92,18.84758,151,254,7,1.1,1,6,22
39946,2013/11/28 08:47:29 AM,-33.91994,18.84744,152,290,7,1.1,0,0,25
39947,2013/11/28 08:47:43 AM,-33.91964,18.84669,159,268,7,1.1,0,0,17
39948,2013/11/28 08:47:44 AM,-33.91964,18.84664,160,246,7,1.1,0,5,18
39949,2013/11/28 08:47:46 AM,-33.91967,18.84658,160,224,7,1.1,1,5,20
39950,2013/11/28 08:48:17 AM,-33.92108,18.8455,173,250,7,1.1,0,5,22
39951,2013/11/28 08:48:25 AM,-33.92119,18.84486,181,282,7,1.1,0,7,25
39952,2013/11/28 08:48:34 AM,-33.92108,18.84453,184,250,7,1.1,1,2,10
39953,2013/11/28 08:48:35 AM,-33.92114,18.84447,184,214,6,1.3,0,0,9
39954,2013/11/28 08:48:48 AM,-33.92142,18.84422,186,236,7,1.1,0,2,10
39581,2013/11/28 08:50:14 AM,-33.92147,18.84414,183,0,7,1.1,1,0,0
39955,2013/11/28 08:50:54 AM,-33.92147,18.84417,184,0,7,1.1,0,0,0
39956,2013/11/28 08:53:20 AM,-33.92147,18.84411,189,258,7,1.2,0,0,5
39957,2013/11/28 08:53:27 AM,-33.92153,18.84394,189,224,7,1.2,0,0,8
39958,2013/11/28 08:53:32 AM,-33.92161,18.84389,189,194,7,1.2,0,1,8
39959,2013/11/28 08:53:38 AM,-33.92172,18.84392,188,150,7,1.2,0,0,10
39960,2013/11/28 08:53:42 AM,-33.92186,18.84394,186,192,7,1.2,0,4,17
39961,2013/11/28 08:53:43 AM,-33.92192,18.84392,186,216,7,1.2,0,5,18
39962,2013/11/28 08:53:47 AM,-33.92208,18.84383,183,174,7,1.2,0,0,20
39963,2013/11/28 08:53:49 AM,-33.92217,18.84392,181,136,7,1.2,0,6,26
39964,2013/11/28 08:53:56 AM,-33.92244,18.8445,176,106,7,1.2,0,0,32
39965,2013/11/28 08:54:30 AM,-33.92275,18.84672,154,56,7,1.2,0,0,16
39966,2013/11/28 08:54:32 AM,-33.92267,18.84678,154,32,6,1.6,0,3,16
39967,2013/11/28 08:54:59 AM,-33.92142,18.84761,154,6,6,1.3,0,5,20
39968,2013/11/28 08:55:08 AM,-33.92114,18.84761,154,30,6,1.3,0,1,7
39969,2013/11/28 08:55:11 AM,-33.92111,18.84767,154,60,7,1.2,1,3,10
39585,2013/11/28 08:55:16 AM,-33.92105,18.84783,153,66,7,1.2,0,0,11
39970,2013/11/28 08:55:19 AM,-33.92097,18.84794,152,34,6,1.3,0,4,19
39971,2013/11/28 08:55:44 AM,-33.92003,18.84861,147,60,7,1.2,0,1,8
39972,2013/11/28 08:55:46 AM,-33.92003,18.84864,147,88,6,2.5,1,2,10
39973,2013/11/28 08:55:48 AM,-33.92006,18.84869,146,118,7,1.2,1,3,13
39974,2013/11/28 08:56:14 AM,-33.92056,18.84994,132,58,7,1.2,0,0,20
39975,2013/11/28 08:56:15 AM,-33.92053,18.85,131,34,7,1.2,0,5,21
39976,2013/11/28 08:56:27 AM,-33.92,18.85044,128,58,7,1.2,0,0,27
39977,2013/11/28 08:56:36 AM,-33.91978,18.85106,120,30,7,1.2,0,0,17
39978,2013/11/28 08:56:57 AM,-33.91892,18.85169,118,52,7,1.2,1,5,20
39979,2013/11/28 08:58:02 AM,-33.91869,18.85211,119,80,7,1.2,0,2,11
39980,2013/11/28 08:58:05 AM,-33.91872,18.85219,119,114,7,1.2,1,3,13
39981,2013/11/28 08:58:07 AM,-33.91878,18.85225,119,138,7,1.2,1,3,14
39703,2013/11/28 09:00:17 AM,-33.92072,18.85403,114,0,7,1.2,0,0,0
39982,2013/11/28 09:00:46 AM,-33.92097,18.85419,111,160,7,1.2,1,2,8
39983,2013/11/28 09:03:25 AM,-33.92344,18.85494,112,130,7,1.2,0,0,13
39984,2013/11/28 09:03:27 AM,-33.92344,18.855,112,84,7,1.2,0,2,14
39985,2013/11/28 09:03:45 AM,-33.92311,18.85669,116,116,6,2.3,0,0,35
39986,2013/11/28 09:03:50 AM,-33.92319,18.857,119,92,7,1.2,0,5,21
39987,2013/11/28 09:03:52 AM,-33.92317,18.85711,119,58,7,1.2,1,7,25
39988,2013/11/28 09:03:54 AM,-33.923,18.85731,119,36,7,1.2,0,0,34
39989,2013/11/28 09:04:40 AM,-33.92242,18.85789,118,60,7,1.2,1,2,12
39990,2013/11/28 09:04:42 AM,-33.92239,18.85797,118,92,7,1.2,1,4,14
39991,2013/11/28 09:04:54 AM,-33.92244,18.85925,125,70,7,1.2,0,0,43
39992,2013/11/28 09:05:18 AM,-33.92114,18.864,136,96,7,1.2,0,0,81
39791,2013/11/28 09:05:21 AM,-33.92125,18.86444,137,108,7,1.2,1,44,83
39993,2013/11/28 09:05:23 AM,-33.92142,18.86492,138,120,7,1.2,1,22,84
39994,2013/11/28 09:05:26 AM,-33.92203,18.86564,136,142,7,1.2,0,0,85
39995,2013/11/28 09:05:30 AM,-33.92258,18.86639,131,116,7,1.2,0,22,86
39996,2013/11/28 09:05:47 AM,-33.92364,18.87058,130,140,7,1.2,0,0,76
39997,2013/11/28 09:05:58 AM,-33.92458,18.87136,131,166,7,1.2,1,0,14
39998,2013/11/28 09:05:59 AM,-33.92461,18.87133,131,196,7,1.2,1,4,17
39999,2013/11/28 09:06:00 AM,-33.92469,18.87128,131,220,7,1.2,0,5,25
40000,2013/11/28 09:06:08 AM,-33.92508,18.87061,131,244,7,1.2,1,13,49
40001,2013/11/28 09:06:47 AM,-33.92672,18.86539,118,274,7,1.2,1,7,27
40002,2013/11/28 09:06:51 AM,-33.92678,18.86483,117,252,7,1.2,0,12,46
40003,2013/11/28 09:06:59 AM,-33.92708,18.86392,115,228,7,1.2,0,7,28
40004,2013/11/28 09:07:02 AM,-33.92719,18.86383,115,184,7,1.2,1,13,26
40005,2013/11/28 09:07:04 AM,-33.92742,18.86392,115,160,7,1.2,0,8,34
40006,2013/11/28 09:07:19 AM,-33.92847,18.86411,113,216,7,1.2,0,3,11
40007,2013/11/28 09:07:20 AM,-33.9285,18.86408,113,240,7,1.2,0,0,11
40008,2013/11/28 09:07:21 AM,-33.9285,18.86406,113,266,6,1.3,0,2,11
40009,2013/11/28 09:07:35 AM,-33.92853,18.8635,111,290,7,1.3,0,1,7
40010,2013/11/28 09:07:38 AM,-33.9285,18.86347,111,316,7,1.2,1,2,8
40011,2013/11/28 09:07:40 AM,-33.92842,18.86342,112,342,7,1.2,0,0,13
40012,2013/11/28 09:07:44 AM,-33.92833,18.86342,112,18,7,1.2,0,3,12
40013,2013/11/28 09:08:02 AM,-33.92825,18.86344,113,44,7,1.2,0,0,4
40014,2013/11/28 09:08:05 AM,-33.92825,18.8635,113,66,7,1.2,0,2,7
40015,2013/11/28 09:08:07 AM,-33.92828,18.86356,113,140,7,1.2,0,4,8
