GPSID,Time,Latitude,Longitude,Altitude,Heading,Satellites,HDOP,AgeOfReading,DistanceSinceReading,Velocity
35401,2013/11/27 05:38:46 PM,-33.933,18.85283,94,240,11,0.8,0,0,21
35402,2013/11/27 05:38:49 PM,-33.93308,18.85275,94,204,11,1.1,0,6,27
35403,2013/11/27 05:41:02 PM,-33.93436,18.85239,95,240,12,0.8,0,3,12
35404,2013/11/27 05:41:04 PM,-33.93436,18.85236,95,262,12,0.8,1,3,16
35405,2013/11/27 05:41:05 PM,-33.93436,18.85231,95,286,12,0.8,1,8,16
35406,2013/11/27 05:41:16 PM,-33.93408,18.8515,95,324,11,0.8,0,0,28
35407,2013/11/27 05:41:18 PM,-33.93392,18.85144,94,354,11,0.8,0,8,33
35408,2013/11/27 05:41:21 PM,-33.93367,18.8515,94,20,9,1.3,0,10,41
35409,2013/11/27 05:41:37 PM,-33.93208,18.85208,95,354,11,0.8,0,0,37
35410,2013/11/27 05:42:07 PM,-33.92722,18.85122,96,18,9,0.9,0,0,64
35262,2013/11/27 05:42:19 PM,-33.92625,18.85197,99,28,12,0.8,0,0,7
35411,2013/11/27 05:43:34 PM,-33.92078,18.85306,102,356,12,0.7,0,2,11
35412,2013/11/27 05:43:40 PM,-33.92061,18.853,102,332,12,0.8,0,0,11
35413,2013/11/27 05:44:32 PM,-33.91928,18.85175,108,310,12,0.8,1,3,10
35414,2013/11/27 05:44:41 PM,-33.91903,18.85147,111,334,12,0.8,1,4,16
35415,2013/11/27 05:45:03 PM,-33.91875,18.85125,114,2,12,0.8,1,1,5
35416,2013/11/27 05:45:05 PM,-33.91867,18.85125,114,334,12,0.8,0,3,14
35417,2013/11/27 05:45:18 PM,-33.91817,18.85083,117,298,12,0.8,1,9,19
35418,2013/11/27 05:45:27 PM,-33.91781,18.85033,121,320,12,0.8,1,17,30
35419,2013/11/27 05:45:35 PM,-33.91742,18.84989,123,286,11,0.8,1,2,10
35420,2013/11/27 05:45:38 PM,-33.91742,18.84981,124,258,11,0.8,0,0,8
35421,2013/11/27 05:45:40 PM,-33.91744,18.84975,124,230,11,0.8,0,3,12
35422,2013/11/27 05:46:05 PM,-33.91828,18.84878,135,206,11,1.1,0,2,10
35423,2013/11/27 05:46:45 PM,-33.91994,18.84769,147,230,12,0.7,1,7,15
35424,2013/11/27 05:47:00 PM,-33.91997,18.84758,149,262,12,0.7,0,0,6
35425,2013/11/27 05:47:04 PM,-33.91994,18.8475,150,290,12,0.8,0,4,16
35266,2013/11/27 05:47:20 PM,-33.91967,18.84683,157,0,12,0.8,0,0,0
35426,2013/11/27 05:47:36 PM,-33.91961,18.84669,158,266,12,0.6,1,8,17
35427,2013/11/27 05:47:38 PM,-33.91967,18.84661,159,234,11,0.8,1,3,13
35428,2013/11/27 05:47:39 PM,-33.91972,18.84658,159,206,12,0.7,0,0,15
35429,2013/11/27 05:48:05 PM,-33.92103,18.84561,170,234,12,0.7,0,5,18
35430,2013/11/27 05:48:13 PM,-33.92119,18.845,176,264,12,0.8,0,8,30
35431,2013/11/27 05:48:16 PM,-33.92117,18.84472,179,292,12,0.7,0,7,25
35432,2013/11/27 05:48:36 PM,-33.92078,18.84369,185,318,12,0.7,1,7,14
35433,2013/11/27 05:48:37 PM,-33.92072,18.84369,185,0,12,0.7,0,0,7
35434,2013/11/27 05:49:08 PM,-33.92017,18.84383,181,22,12,0.7,1,12,23
35435,2013/11/27 05:50:18 PM,-33.91875,18.84478,170,46,12,0.7,1,5,21
35436,2013/11/27 05:50:19 PM,-33.91872,18.84486,169,70,12,0.8,1,11,21
35437,2013/11/27 05:50:20 PM,-33.91872,18.84492,169,94,12,0.8,1,6,22
35438,2013/11/27 05:50:21 PM,-33.91878,18.84503,168,120,12,0.8,0,6,24
35439,2013/11/27 05:51:00 PM,-33.91917,18.84592,164,98,12,0.7,0,5,18
35440,2013/11/27 05:51:04 PM,-33.91917,18.84606,163,70,12,0.7,1,3,13
35441,2013/11/27 05:51:05 PM,-33.91911,18.84611,163,40,12,0.7,0,3,15
35442,2013/11/27 05:51:07 PM,-33.91906,18.84617,162,12,12,0.7,0,3,13
35443,2013/11/27 05:51:11 PM,-33.91897,18.84617,162,346,12,0.7,1,1,8
35444,2013/11/27 05:51:23 PM,-33.91878,18.84603,161,306,12,0.7,0,3,13
35445,2013/11/27 05:51:27 PM,-33.91867,18.84586,161,332,12,0.7,0,4,16
35446,2013/11/27 05:51:29 PM,-33.91864,18.84586,161,358,12,0.7,1,3,13
35447,2013/11/27 05:51:39 PM,-33.91858,18.84589,162,34,12,0.8,0,0,3
35448,2013/11/27 05:51:52 PM,-33.91814,18.84625,157,66,12,0.7,1,6,21
35449,2013/11/27 05:51:57 PM,-33.91808,18.84667,153,92,12,0.8,0,4,18
35450,2013/11/27 05:52:02 PM,-33.91808,18.84697,151,54,12,0.7,0,3,16
35451,2013/11/27 05:52:04 PM,-33.91803,18.847,150,28,12,0.8,0,5,20
35452,2013/11/27 05:52:06 PM,-33.91792,18.84703,150,6,12,0.8,1,7,26
35453,2013/11/27 05:52:09 PM,-33.91767,18.84703,148,338,12,0.8,0,0,25
35270,2013/11/27 05:52:29 PM,-33.91692,18.84669,145,340,12,0.8,1,9,18
35454,2013/11/27 05:53:32 PM,-33.91517,18.846,135,4,12,0.8,0,0,8
35455,2013/11/27 05:53:35 PM,-33.91511,18.84606,135,44,12,0.8,1,4,15
35456,2013/11/27 05:53:36 PM,-33.91508,18.84608,135,68,12,0.8,1,9,17
35457,2013/11/27 05:53:48 PM,-33.91486,18.84764,129,92,11,0.8,0,13,47
35458,2013/11/27 05:53:53 PM,-33.91494,18.84811,127,118,12,0.8,0,0,22
35459,2013/11/27 05:54:07 PM,-33.91578,18.84925,124,168,11,0.8,0,0,27
35460,2013/11/27 05:54:08 PM,-33.91583,18.84922,125,190,11,0.8,0,0,28
35461,2013/11/27 05:54:15 PM,-33.91622,18.84908,127,156,10,1,0,3,17
35462,2013/11/27 05:54:16 PM,-33.91625,18.84914,127,134,12,0.8,0,0,20
35463,2013/11/27 05:54:17 PM,-33.91628,18.84919,127,112,12,0.8,0,5,24
35464,2013/11/27 05:54:41 PM,-33.91733,18.851,117,140,9,1.3,0,12,47
35465,2013/11/27 05:54:44 PM,-33.91756,18.85111,117,166,11,0.9,1,10,43
35466,2013/11/27 05:54:45 PM,-33.91775,18.85111,117,190,10,1.3,0,0,34
35467,2013/11/27 05:54:52 PM,-33.91833,18.851,119,164,12,0.7,0,8,32
35468,2013/11/27 05:54:56 PM,-33.91856,18.85117,117,140,11,0.8,1,9,35
35469,2013/11/27 05:55:40 PM,-33.92069,18.85311,100,164,12,0.7,0,5,18
35470,2013/11/27 05:56:09 PM,-33.92089,18.85311,102,186,11,0.8,0,4,18
35277,2013/11/27 05:57:32 PM,-33.92439,18.85242,101,188,12,0.8,0,14,55
35471,2013/11/27 05:58:04 PM,-33.92622,18.85208,102,210,11,0.8,0,7,28
35472,2013/11/27 05:58:19 PM,-33.92764,18.85114,99,188,11,0.9,0,14,55
35473,2013/11/27 05:58:40 PM,-33.93064,18.85169,100,166,9,1.4,1,14,55
35474,2013/11/27 05:58:57 PM,-33.93239,18.85211,100,188,10,1.3,1,6,23
35475,2013/11/27 05:59:15 PM,-33.934,18.85153,100,162,10,1.3,0,6,22
35476,2013/11/27 05:59:18 PM,-33.93406,18.85158,100,138,10,1.3,1,4,13
35477,2013/11/27 05:59:24 PM,-33.93417,18.85175,100,114,10,1.3,0,3,12
35478,2013/11/27 06:00:18 PM,-33.93425,18.85222,98,84,10,1.3,0,4,18
35479,2013/11/27 06:00:21 PM,-33.93422,18.85231,98,46,9,1.4,1,8,17
35480,2013/11/27 06:00:22 PM,-33.93417,18.85236,98,18,10,0.9,0,0,14
35481,2013/11/27 06:00:57 PM,-33.93281,18.85281,98,56,10,0.9,0,0,25
35482,2013/11/27 06:00:59 PM,-33.93278,18.85297,98,92,10,0.9,0,8,31
35483,2013/11/27 06:01:33 PM,-33.9325,18.85769,104,164,11,0.9,0,3,12
35484,2013/11/27 06:01:40 PM,-33.93261,18.85775,105,142,12,0.7,1,2,10
35485,2013/11/27 06:01:41 PM,-33.93267,18.85783,104,116,12,0.9,0,0,15
35486,2013/11/27 06:01:45 PM,-33.93269,18.858,104,92,12,0.7,0,5,18
35487,2013/11/27 06:01:47 PM,-33.93267,18.85814,104,68,12,0.7,0,0,15
35281,2013/11/27 06:02:39 PM,-33.93269,18.85822,105,0,12,0.9,1,0,0
35488,2013/11/27 06:03:50 PM,-33.93267,18.85822,101,0,10,1.4,1,0,0
35489,2013/11/27 06:07:36 PM,-33.93267,18.85825,102,0,11,1.4,0,0,0
35285,2013/11/27 06:07:46 PM,-33.93269,18.85822,103,0,11,0.8,1,0,0
35577,2013/11/27 06:38:23 PM,-33.93269,18.85822,105,0,11,1.1,0,0,0
36142,2013/11/27 06:58:24 PM,-33.93269,18.85825,107,150,11,0.8,0,1,6
36143,2013/11/27 06:58:27 PM,-33.93275,18.85825,107,174,11,0.8,1,1,6
36144,2013/11/27 06:58:35 PM,-33.93289,18.85831,105,152,11,0.8,0,0,8
36145,2013/11/27 06:58:41 PM,-33.93294,18.85833,104,0,11,1.2,1,1,3
36146,2013/11/27 06:59:24 PM,-33.93311,18.85833,100,0,12,0.8,0,0,0
36147,2013/11/27 07:08:51 PM,-33.93311,18.85833,96,168,8,2.1,0,1,5
36148,2013/11/27 07:08:55 PM,-33.93317,18.85836,97,138,11,0.9,1,2,10
36149,2013/11/27 07:08:56 PM,-33.93317,18.85844,98,88,11,1,0,0,14
36150,2013/11/27 07:09:09 PM,-33.93308,18.85897,99,66,11,1,0,1,6
36151,2013/11/27 07:09:13 PM,-33.93303,18.85903,100,24,11,1,1,4,10
36152,2013/11/27 07:09:14 PM,-33.933,18.85903,100,0,11,0.8,1,3,11
36153,2013/11/27 07:09:15 PM,-33.93294,18.859,100,328,10,1,0,3,15
36154,2013/11/27 07:12:15 PM,-33.92289,18.85464,105,338,10,1,0,4,19
36127,2013/11/27 07:13:10 PM,-33.91917,18.8525,108,314,10,1,0,0,31
36155,2013/11/27 07:13:11 PM,-33.91917,18.8525,108,314,10,1,0,0,31
36156,2013/11/27 07:13:19 PM,-33.91883,18.85211,109,292,10,1,1,5,22
36157,2013/11/27 07:13:20 PM,-33.91883,18.85197,109,260,10,1,0,5,22
36158,2013/11/27 07:13:22 PM,-33.91886,18.85186,110,234,10,1,0,0,22
36159,2013/11/27 07:13:27 PM,-33.91908,18.85167,111,210,10,1,0,5,17
36160,2013/11/27 07:13:30 PM,-33.91911,18.85158,111,244,8,1.2,1,3,14
36161,2013/11/27 07:13:31 PM,-33.91911,18.85153,112,282,9,1,1,7,14
36162,2013/11/27 07:13:32 PM,-33.91906,18.8515,112,332,10,1,0,0,15
36163,2013/11/27 07:13:39 PM,-33.91886,18.85133,114,310,10,1,1,3,12
36164,2013/11/27 07:14:13 PM,-33.9185,18.85103,117,336,9,1.1,1,9,18
36165,2013/11/27 07:14:19 PM,-33.91819,18.85094,117,358,10,1,0,0,17
36166,2013/11/27 07:14:31 PM,-33.91742,18.851,115,332,10,1,0,0,28
36167,2013/11/27 07:14:34 PM,-33.91728,18.85083,116,308,9,1.1,0,6,22
36168,2013/11/27 07:14:43 PM,-33.917,18.85039,119,286,9,1.1,0,4,17
36169,2013/11/27 07:14:44 PM,-33.917,18.85033,120,264,9,1,0,3,14
36170,2013/11/27 07:14:45 PM,-33.917,18.85031,120,240,9,1,0,3,10
36171,2013/11/27 07:15:31 PM,-33.91781,18.84933,133,216,9,1,1,3,13
36172,2013/11/27 07:17:55 PM,-33.91994,18.84769,151,242,10,1,1,3,15
36173,2013/11/27 07:17:57 PM,-33.91997,18.84753,152,278,9,1,0,0,18
36174,2013/11/27 07:18:11 PM,-33.91967,18.84686,159,300,10,1,0,3,11
36130,2013/11/27 07:18:13 PM,-33.91967,18.84675,160,294,10,1,0,3,14
36175,2013/11/27 07:18:14 PM,-33.91961,18.84675,160,278,9,1,0,3,15
36176,2013/11/27 07:18:17 PM,-33.91964,18.84667,161,238,10,1,0,4,16
36177,2013/11/27 07:18:19 PM,-33.91969,18.84658,162,210,10,1,1,9,17
36178,2013/11/27 07:19:17 PM,-33.92108,18.84558,173,240,10,1,0,5,20
36179,2013/11/27 07:19:27 PM,-33.92119,18.84494,180,270,9,1,1,12,23
36180,2013/11/27 07:19:30 PM,-33.92114,18.84469,182,294,10,1,0,0,16
36181,2013/11/27 07:20:05 PM,-33.92078,18.84369,188,342,10,1,0,0,4
36182,2013/11/27 07:20:17 PM,-33.92075,18.84369,187,6,11,0.9,1,1,5
36183,2013/11/27 07:20:31 PM,-33.92008,18.84392,182,28,11,0.9,0,7,27
36184,2013/11/27 07:21:23 PM,-33.91875,18.84486,165,70,11,0.9,0,5,18
36185,2013/11/27 07:21:24 PM,-33.91875,18.84492,165,94,11,0.9,0,5,20
36186,2013/11/27 07:21:26 PM,-33.91878,18.84503,164,120,10,1,0,5,21
36187,2013/11/27 07:21:47 PM,-33.91919,18.84594,163,90,11,0.9,0,0,12
36188,2013/11/27 07:21:51 PM,-33.91917,18.84606,162,62,11,0.9,0,2,12
36189,2013/11/27 07:21:54 PM,-33.91908,18.84614,161,26,11,0.9,1,4,15
36190,2013/11/27 07:21:56 PM,-33.919,18.84617,160,344,11,0.9,0,0,13
36191,2013/11/27 07:22:03 PM,-33.91881,18.84603,160,318,11,0.9,0,3,12
36192,2013/11/27 07:22:06 PM,-33.91878,18.84597,160,296,11,0.9,1,3,15
36193,2013/11/27 07:22:09 PM,-33.91864,18.84586,160,10,11,0.9,0,4,18
36194,2013/11/27 07:22:12 PM,-33.9185,18.84597,158,32,10,1,0,6,24
36195,2013/11/27 07:22:19 PM,-33.91817,18.84625,155,54,11,0.9,0,4,17
36196,2013/11/27 07:22:23 PM,-33.91811,18.84647,153,76,10,1,0,6,24
36197,2013/11/27 07:22:29 PM,-33.91811,18.84683,151,98,10,1,0,0,20
36198,2013/11/27 07:22:32 PM,-33.91808,18.84697,149,60,10,1,0,0,16
36199,2013/11/27 07:22:33 PM,-33.91806,18.847,148,32,10,1,0,4,18
36200,2013/11/27 07:22:34 PM,-33.918,18.84703,148,10,10,1,0,4,19
36201,2013/11/27 07:22:40 PM,-33.91767,18.84703,146,344,10,1,0,0,24
36134,2013/11/27 07:23:15 PM,-33.91683,18.84664,145,0,11,0.9,0,0,0
36202,2013/11/27 07:25:04 PM,-33.91514,18.84603,135,24,11,0.9,1,5,10
36203,2013/11/27 07:25:05 PM,-33.91511,18.84608,134,58,11,0.9,0,0,12
36204,2013/11/27 07:25:07 PM,-33.91508,18.84617,134,80,11,0.9,0,0,15
36205,2013/11/27 07:25:53 PM,-33.91492,18.84808,125,106,9,1.5,0,1,8
36206,2013/11/27 07:25:55 PM,-33.91494,18.84811,125,132,10,1,1,0,12
36207,2013/11/27 07:25:56 PM,-33.915,18.84811,125,204,10,1,0,0,12
36208,2013/11/27 07:26:01 PM,-33.91503,18.84808,126,330,11,0.9,0,0,2
36209,2013/11/27 07:26:02 PM,-33.91503,18.84808,126,6,10,1,0,1,5
36210,2013/11/27 07:26:04 PM,-33.915,18.84811,126,28,11,0.9,0,1,6
36211,2013/11/27 07:26:07 PM,-33.91497,18.84814,126,58,11,0.9,1,1,4
36212,2013/11/27 07:26:10 PM,-33.91497,18.84817,126,294,10,1,1,1,2
36213,2013/11/27 07:26:18 PM,-33.91492,18.84769,127,272,11,0.9,0,7,27
36214,2013/11/27 07:26:38 PM,-33.91511,18.84608,134,242,11,0.9,0,3,15
36215,2013/11/27 07:27:33 PM,-33.91614,18.84383,144,280,11,0.9,0,3,14
36216,2013/11/27 07:27:36 PM,-33.91611,18.84375,143,308,11,0.9,1,9,16
36217,2013/11/27 07:27:50 PM,-33.91558,18.84317,136,262,11,0.9,0,0,13
36218,2013/11/27 07:27:52 PM,-33.91561,18.84311,136,236,11,0.9,0,1,6
36137,2013/11/27 07:28:18 PM,-33.91564,18.84306,136,0,11,1,1,0,0
36219,2013/11/27 07:29:52 PM,-33.91561,18.84308,137,0,10,1,1,0,0
36220,2013/11/27 07:31:48 PM,-33.91561,18.84308,135,0,11,0.9,0,0,0
36140,2013/11/27 07:31:58 PM,-33.91564,18.84306,135,0,11,0.9,1,0,0
37064,2013/11/27 07:48:23 PM,-33.91558,18.84317,134,48,9,1.1,1,1,6
37065,2013/11/27 07:48:29 PM,-33.91558,18.84319,133,204,11,1,0,0,4
37066,2013/11/27 07:48:31 PM,-33.91558,18.84319,133,170,10,1.1,0,0,6
37067,2013/11/27 07:48:33 PM,-33.91561,18.84322,134,136,8,1.2,0,1,6
37068,2013/11/27 07:49:02 PM,-33.91614,18.84383,142,114,11,1,0,0,10
37069,2013/11/27 07:49:04 PM,-33.91614,18.84389,141,74,11,1,0,3,11
37070,2013/11/27 07:49:06 PM,-33.91611,18.84394,141,52,11,1,0,2,11
37071,2013/11/27 07:50:07 PM,-33.91508,18.84622,130,74,11,1,0,4,17
37072,2013/11/27 07:50:27 PM,-33.91492,18.84792,124,96,10,1,0,7,26
37073,2013/11/27 07:50:30 PM,-33.91497,18.84814,124,120,10,1,0,6,23
37074,2013/11/27 07:50:46 PM,-33.91578,18.84919,121,162,9,1.1,0,0,24
37075,2013/11/27 07:50:48 PM,-33.91589,18.84919,121,200,11,1,0,0,22
37076,2013/11/27 07:50:56 PM,-33.91619,18.84908,124,178,11,1,0,3,12
37077,2013/11/27 07:50:58 PM,-33.91625,18.84911,124,134,10,1,1,0,15
37078,2013/11/27 07:50:59 PM,-33.91628,18.84922,123,104,9,1.1,0,0,18
37079,2013/11/27 07:51:11 PM,-33.91653,18.84969,119,126,10,1.1,1,5,20
37080,2013/11/27 07:51:33 PM,-33.91747,18.85103,110,154,10,1,0,8,29
37081,2013/11/27 07:51:36 PM,-33.91767,18.85108,111,176,10,1,0,0,25
36230,2013/11/27 07:51:40 PM,-33.91792,18.85103,112,198,11,1,0,5,16
37082,2013/11/27 07:51:41 PM,-33.91792,18.85103,112,198,11,1,0,5,16
37083,2013/11/27 07:51:51 PM,-33.91819,18.85097,113,174,10,1,1,2,10
37084,2013/11/27 07:52:18 PM,-33.91844,18.85108,114,150,10,1,1,8,15
37085,2013/11/27 07:52:31 PM,-33.91892,18.85147,110,128,11,1,0,5,17
37086,2013/11/27 07:52:34 PM,-33.91894,18.85158,110,100,11,1,1,9,18
37087,2013/11/27 07:52:35 PM,-33.91892,18.85167,109,64,11,1,0,0,20
37088,2013/11/27 07:53:27 PM,-33.91875,18.85219,110,94,11,1,1,3,13
37089,2013/11/27 07:53:28 PM,-33.91878,18.85228,110,136,11,1,0,0,19
37090,2013/11/27 07:53:59 PM,-33.921,18.85425,108,158,10,1,0,11,44
37091,2013/11/27 07:54:23 PM,-33.92289,18.85469,106,134,11,1,0,3,14
37092,2013/11/27 07:54:25 PM,-33.92292,18.85478,106,102,11,1,0,3,11
37093,2013/11/27 07:54:29 PM,-33.92292,18.85486,106,80,11,1,1,1,7
37094,2013/11/27 07:55:09 PM,-33.92292,18.85494,107,128,10,1.2,0,0,6
37095,2013/11/27 07:55:22 PM,-33.92292,18.85497,104,254,10,1.2,0,0,2
37096,2013/11/27 07:55:23 PM,-33.92292,18.85497,105,310,11,1,0,0,2
37097,2013/11/27 07:55:24 PM,-33.92289,18.85497,104,346,11,1,0,0,2
36234,2013/11/27 07:56:43 PM,-33.92292,18.85497,102,0,10,1.1,0,0,0
37098,2013/11/27 07:57:10 PM,-33.92289,18.85497,101,0,10,1.1,1,0,0
36238,2013/11/27 08:01:44 PM,-33.92292,18.85497,83,0,10,1.1,0,0,0
36244,2013/11/27 08:06:46 PM,-33.92294,18.85492,102,0,10,1.1,0,0,0
36822,2013/11/27 08:11:48 PM,-33.92303,18.85492,94,0,10,1.2,0,0,0
37099,2013/11/27 08:13:21 PM,-33.92297,18.855,115,0,10,1.1,0,1,2
37100,2013/11/27 08:16:23 PM,-33.92294,18.855,69,0,9,1.1,0,0,0
36824,2013/11/27 08:16:48 PM,-33.92294,18.85497,51,0,10,1.1,0,0,0
36826,2013/11/27 08:21:51 PM,-33.92303,18.85492,90,0,10,1.1,0,0,0
37101,2013/11/27 08:23:42 PM,-33.92294,18.85503,73,94,10,1.1,0,0,2
37102,2013/11/27 08:23:44 PM,-33.92294,18.85503,74,0,10,1.1,0,0,3
37103,2013/11/27 08:23:45 PM,-33.92294,18.85503,74,100,10,1.1,0,2,7
37104,2013/11/27 08:23:46 PM,-33.92297,18.85503,75,172,10,1.1,0,2,7
37105,2013/11/27 08:23:48 PM,-33.92303,18.85503,82,198,8,1.1,0,2,10
37106,2013/11/27 08:23:53 PM,-33.92314,18.85494,92,224,9,1.1,1,2,9
37107,2013/11/27 08:23:55 PM,-33.92317,18.85489,95,250,10,1.1,1,1,5
37108,2013/11/27 08:23:56 PM,-33.92317,18.85486,96,274,10,1.1,0,1,7
37109,2013/11/27 08:23:57 PM,-33.92314,18.85483,99,302,10,1.1,0,2,11
37110,2013/11/27 08:23:59 PM,-33.92308,18.85478,100,328,10,1.5,0,6,23
37111,2013/11/27 08:24:16 PM,-33.92217,18.85439,105,350,9,1.2,0,7,27
37112,2013/11/27 08:24:33 PM,-33.92072,18.854,110,326,10,1.1,0,9,36
37113,2013/11/27 08:24:59 PM,-33.91883,18.85214,109,302,10,1.2,0,0,26
37114,2013/11/27 08:25:02 PM,-33.91883,18.852,110,266,10,1.1,1,6,22
37115,2013/11/27 08:25:04 PM,-33.91886,18.85183,111,234,10,1.1,0,0,18
37116,2013/11/27 08:25:10 PM,-33.91908,18.85164,112,208,10,1.1,0,4,15
37117,2013/11/27 08:25:12 PM,-33.91911,18.85158,112,232,10,1.1,0,4,15
37118,2013/11/27 08:25:14 PM,-33.91914,18.85153,112,264,10,1.1,1,7,14
37119,2013/11/27 08:25:15 PM,-33.91911,18.8515,112,288,10,1.1,1,2,11
37120,2013/11/27 08:25:16 PM,-33.91908,18.85147,113,330,10,1.1,0,0,10
37121,2013/11/27 08:25:42 PM,-33.91817,18.85083,117,298,10,1.1,0,3,13
37122,2013/11/27 08:26:00 PM,-33.91775,18.85022,123,324,10,1.1,0,3,14
37123,2013/11/27 08:26:11 PM,-33.91744,18.84992,125,302,10,1.1,0,0,13
37124,2013/11/27 08:26:13 PM,-33.91742,18.84983,125,272,10,1.1,0,0,13
37125,2013/11/27 08:26:15 PM,-33.91744,18.84975,126,234,10,1.1,0,3,15
37126,2013/11/27 08:26:42 PM,-33.91825,18.84881,136,206,10,1.1,1,7,13
36827,2013/11/27 08:26:51 PM,-33.91867,18.84855,140,212,10,1.1,0,5,20
37127,2013/11/27 08:27:28 PM,-33.91994,18.84767,151,240,10,1.1,1,9,17
37128,2013/11/27 08:27:30 PM,-33.92,18.84758,152,264,10,1.1,1,4,17
37129,2013/11/27 08:27:31 PM,-33.91997,18.84747,152,288,10,1.1,0,0,18
37130,2013/11/27 08:28:28 PM,-33.91875,18.84486,165,258,10,1.1,0,0,16
37131,2013/11/27 08:28:30 PM,-33.91878,18.84478,165,224,9,1.1,0,0,14
37132,2013/11/27 08:28:36 PM,-33.91894,18.84467,167,200,10,1.1,0,2,10
37133,2013/11/27 08:28:41 PM,-33.91906,18.84458,169,238,10,1.1,0,0,11
37134,2013/11/27 08:28:43 PM,-33.91908,18.84453,169,268,10,1.1,0,2,10
37135,2013/11/27 08:28:47 PM,-33.91906,18.84444,170,290,10,1.1,1,2,10
37136,2013/11/27 08:29:01 PM,-33.91889,18.84408,170,322,10,1.1,0,1,7
37137,2013/11/27 08:29:04 PM,-33.91886,18.84406,170,348,10,1.2,1,3,6
37138,2013/11/27 08:29:09 PM,-33.91875,18.84408,168,10,10,1.1,0,0,8
37139,2013/11/27 08:31:16 PM,-33.91861,18.84408,170,0,10,1.1,0,0,0
37052,2013/11/27 08:31:54 PM,-33.91861,18.84408,170,0,10,1.1,0,0,0
37054,2013/11/27 08:36:56 PM,-33.91861,18.84408,168,0,9,1.1,0,0,0
37056,2013/11/27 08:41:57 PM,-33.91858,18.84408,171,0,9,1.2,0,0,0
37140,2013/11/27 08:42:06 PM,-33.91858,18.84408,171,22,9,1.2,0,1,5
37141,2013/11/27 08:42:07 PM,-33.91856,18.84408,170,28,9,1.2,1,3,7
37142,2013/11/27 08:42:13 PM,-33.91842,18.84425,168,56,9,1.2,0,3,14
37143,2013/11/27 08:42:19 PM,-33.91831,18.8445,165,78,9,1.2,0,0,9
37144,2013/11/27 08:42:27 PM,-33.91831,18.8445,164,226,9,1.2,0,0,2
37145,2013/11/27 08:42:32 PM,-33.91833,18.84447,165,248,9,1.2,0,0,2
37146,2013/11/27 08:42:38 PM,-33.91833,18.84444,165,274,9,1.2,0,0,2
37147,2013/11/27 08:42:47 PM,-33.91833,18.84444,165,192,9,1.2,0,0,4
37148,2013/11/27 08:42:51 PM,-33.91836,18.84442,165,232,9,1.2,1,1,6
37149,2013/11/27 08:42:59 PM,-33.91853,18.84414,168,210,9,1.2,0,3,15
37150,2013/11/27 08:43:04 PM,-33.91867,18.84408,169,188,9,1.2,1,6,10
37151,2013/11/27 08:43:11 PM,-33.91892,18.84408,171,152,9,1.2,0,3,15
37152,2013/11/27 08:43:13 PM,-33.91894,18.84414,171,126,9,1.2,0,2,10
37153,2013/11/27 08:43:22 PM,-33.91906,18.84453,171,102,9,1.2,0,3,12
37154,2013/11/27 08:43:25 PM,-33.91906,18.84458,170,70,9,1.2,0,3,12
37155,2013/11/27 08:43:26 PM,-33.91903,18.84461,169,48,9,1.2,1,3,12
37156,2013/11/27 08:43:28 PM,-33.919,18.84467,169,26,9,1.2,1,2,10
37157,2013/11/27 08:43:40 PM,-33.91875,18.84483,165,58,9,1.2,0,3,12
37158,2013/11/27 08:43:42 PM,-33.91875,18.84486,165,82,9,1.2,1,7,13
37159,2013/11/27 08:43:43 PM,-33.91875,18.84494,165,108,9,1.2,0,0,15
37160,2013/11/27 08:45:16 PM,-33.91925,18.84608,163,82,9,1.2,0,0,2
37161,2013/11/27 08:45:19 PM,-33.91925,18.84608,163,54,9,1.2,0,0,4
37162,2013/11/27 08:45:26 PM,-33.91919,18.84611,162,30,9,1.2,1,0,2
37058,2013/11/27 08:46:59 PM,-33.91908,18.84611,159,0,9,1.2,0,0,0
37163,2013/11/27 08:48:01 PM,-33.91903,18.84617,156,0,9,1.2,0,0,0
37164,2013/11/27 08:51:43 PM,-33.91903,18.84617,157,6,10,1.2,0,0,7
37165,2013/11/27 08:51:47 PM,-33.91897,18.84614,157,338,10,1.2,1,5,10
37166,2013/11/27 08:51:54 PM,-33.91878,18.84603,156,314,10,1.2,0,1,7
37060,2013/11/27 08:52:01 PM,-33.91869,18.84586,157,322,10,1.2,1,5,10
37167,2013/11/27 08:52:02 PM,-33.91869,18.84586,156,336,10,1.2,1,2,10
37168,2013/11/27 08:52:03 PM,-33.91861,18.84586,156,12,10,1.2,0,0,12
37169,2013/11/27 08:52:14 PM,-33.91819,18.84617,153,40,10,1.2,0,3,14
37170,2013/11/27 08:52:16 PM,-33.91817,18.84625,152,64,10,1.2,0,4,17
37171,2013/11/27 08:52:24 PM,-33.91808,18.84661,149,86,10,1.2,1,7,13
37172,2013/11/27 08:52:30 PM,-33.91808,18.84694,146,64,10,1.2,0,3,14
37173,2013/11/27 08:52:31 PM,-33.91806,18.847,146,40,10,1.2,0,0,15
37174,2013/11/27 08:52:33 PM,-33.91803,18.847,146,16,10,1.2,1,3,17
37175,2013/11/27 08:52:38 PM,-33.91772,18.84703,144,352,10,1.2,0,0,22
37176,2013/11/27 08:53:35 PM,-33.91522,18.846,130,324,10,1.2,1,7,13
